name,ignored,reqs
postfx_bundle,false,
animation,false,
scene,false,
visionset_mgr,false,
player,false,
renderoverridebundle,false,
duplicate_render,false,
activecamo,false,
character_customization,false,
lui_shared,false,
fx,false,
exploder,false,
dialog_shared,false,
audio,false,
util_shared,false,
hawk,false,
deployable,false,
water_surface,false,
explode,false,
player_free_fall,false,
gadget_tripwire,false,
wz_spectre,false,
gadget_health_regen,false,
gadget_concertina_wire,false,
gadget_smart_cover,false,
gadget_jammer,false,
destructible_character,false,
acid_bomb,false,
vehicle_shared,false,
vehicle,false,
helicopter_sounds,false,
rewindobjects,false,
callback,false,
blood,false,
music,false,
weapons,false,
wasp,false,
recon_wz,false,
killstreaks,false,
ambient,false,
destructible,false,
wz_snowball_fx,false,
player_role,false,
draft,false,
end_game_flow,false,
player_mp,false,renderoverridebundle
killcam,false,
globallogic,false,visionset_mgr
globallogic_actor,false,
global_fx,false,
decoygrenade,false,
multi_extracam,false,
rotating_object,false,
supplypod,true,killstreaks
teamset_seals,false,
userspawnselection,false,
collapsegrenade,false,
grapple,false,
localheal,false,
wz_highvaluetarget,false,
lightninggun,false,
smokegrenade,false,
trophy_system,false,
weaponobjects,false,
multilockap_guidance,false,
sensor_dart,false,
sticky_grenade,false,
wz_waterballoon_fx,false,
wz_common_fixup,false,
character_unlock_fixup,false,
character_unlock_spectre_fixup,false,character_unlock_fixup
wz_perk_tracker,false,
item_inventory,false,item_world
item_drop,false,
item_world,false,
wz_cash_safe,false,
infection,false,
character_unlock_ix_stanton_fixup,false,character_unlock_fixup
dynent_world,false,
wz_infection,false,infection
character_unlock_takeo,false,character_unlock_takeo_fixup
character_unlock_ix_bruno,false,character_unlock_ix_bruno_fixup
hash_5d70c94021e00856,false,character_unlock_fixup
character_unlock_ix_diego,false,character_unlock_ix_diego_fixup
character_unlock_dempsey_fixup,false,character_unlock_fixup
hawk_wz,false,
character_unlock_firebreak_fixup,false,character_unlock_fixup
wz_perk_bloody_tracker,false,
item_supply_drop,false,item_world
wz_perk_paranoia,false,
wz_perk_engineer,false,
wz_supply_stash,false,
character_unlock_scarlett_fixup,false,character_unlock_fixup
hash_4fb1e186fac435f4,false,
character_unlock,false,character_unlock_fixup
character_unlock_battery,false,character_unlock_battery_fixup
character_unlock_bruno,false,character_unlock_bruno_fixup
character_unlock_crash,false,character_unlock_crash_fixup
character_unlock_dempsey,false,character_unlock_dempsey_fixup
character_unlock_firebreak,false,character_unlock_firebreak_fixup
character_unlock_mason,false,character_unlock_mason_fixup
character_unlock_menendez,false,character_unlock_menendez_fixup
character_unlock_nomad,false,character_unlock_nomad_fixup
character_unlock_prophet,false,character_unlock_prophet_fixup
character_unlock_recon,false,character_unlock_recon_fixup
character_unlock_battery_fixup,false,character_unlock_fixup
character_unlock_seraph,false,character_unlock_seraph_fixup
character_unlock_stanton,false,character_unlock_stanton_fixup
ultimate_turret_wz,false,
character_unlock_torque,false,character_unlock_torque_fixup
hash_7710b10c0110b17,false,hash_5d70c94021e00856
character_unlock_ajax_fixup,false,character_unlock_fixup
character_unlock_bruno_fixup,false,character_unlock_fixup
character_unlock_crash_fixup,false,character_unlock_fixup
character_unlock_diego_fixup,false,character_unlock_fixup
character_unlock_takeo_fixup,false,character_unlock_fixup
character_unlock_ix_bruno_fixup,false,character_unlock_fixup
character_unlock_ix_diego_fixup,false,character_unlock_fixup
character_unlock_ix_scarlett_fixup,false,character_unlock_fixup
character_unlock_mason_fixup,false,character_unlock_fixup
character_unlock_menendez_fixup,false,character_unlock_fixup
character_unlock_nomad_fixup,false,character_unlock_fixup
character_unlock_nikolai_fixup,false,character_unlock_fixup
dart_wz,false,
character_unlock_outrider_fixup,false,character_unlock_fixup
character_unlock_prophet_fixup,false,character_unlock_fixup
character_unlock_reaper_fixup,false,character_unlock_fixup
character_unlock_recon_fixup,false,character_unlock_fixup
character_unlock_reznov_fixup,false,character_unlock_fixup
character_unlock_richtofen_fixup,false,character_unlock_fixup
character_unlock_ruin_fixup,false,character_unlock_fixup
character_unlock_seraph_fixup,false,character_unlock_fixup
character_unlock_stanton_fixup,false,character_unlock_fixup
character_unlock_torque_fixup,false,character_unlock_fixup
character_unlock_woods_fixup,false,character_unlock_fixup
character_unlock_zero_fixup,false,character_unlock_fixup
wz_ai_utils,false,
wz_ai_zombie,false,
hash_1f56d362760c2c6b,false,
hash_35f179ff17a10369,false,
hash_647d89c55443e16e,false,
hash_1c3d95ef5e4dd71a,false,
hash_4331f49c99185d62,false,
wz_fishing,false,
hash_18ce058ad321248f,false,
zm_ai_brutus,false,
zombie_dog_util,false,
ability_gadgets,false,
clientfaceanim_shared,false,
hud_message,false,
hash_2f08b5db3c5752cf,false,
burnplayer,false,
death_circle,false,
demo,false,
drown,false,visionset_mgr
hud,false,
load,false,
out_of_bounds,false,
status_effect_dot,false,
status_effect_explosive_damage,false,
status_effect_pulse,false,
status_effect_suppress,false,
turret,false,
recon_car,true,
planemortar,true,
supplydrop,true,
ultimate_turret,true,
armor_station,true,
counteruav,true,
uav,true,
wz_ai,false,
wz_vehicle,false,
laststand,false,
player_reinsertion,false,
player_insertion,false,
hash_7b0e7e7796beb14c,false,
hash_411c8f5d7f8749b9,false,
hash_1dbcac37fa2e17de,false,
