name,ignored,reqs
flagsys,false,
voice_events,false,
player,false,
voice,false,
lui_shared,false,
colors,false,
rank,false,
contracts_shared,false,
gestures,false,
visionset_mgr,false,
drown,false,
activecamo,false,
challenges_shared,false,
globallogic_score,false,
bot_position,false,
bot_stance,false,
bot_action,false,
ability_player,false,
ability_gadgets,false,
deployable,false,
hud,false,
player_role,false,
bot_chain,false,
bot,false,
spawner,false,
music,false,
scene,false,
animation,false,
values,false,
spectating,false,
killcam,false,
potm,false,
out_of_bounds,false,
tweakables,false,
gameobjects,false,
weapons_shared,false,
vehicle_ai,false,
vehicle_death,false,
destructible_character,false,
turret,false,
exploder,false,
vehicle_shared,false,
trigger,false,
util_shared,false,
aat,false,
zm_round_spawning,false,
zm_trial_damage_drains_points,false,
hash_388ce832b10c2f83,false,
hash_491590ee8fe06753,false,
hash_41cb195ec280085c,false,
zm_ui_inventory,false,
spawnlogic,false,
zm_trial_headshots_only,false,
zm_trial_no_powerups,false,
bb,false,
weaponobjects,false,
globallogic_audio,false,
hud_message,false,
zm_spectating,false,
globallogic_ui,false,
persistence,false,
medals,false,
popups,false,
status_effect_explosive_damage,false,
gadget_health_regen,true,
healthoverlay,false,
globallogic,false,visionset_mgr
dialog_shared,false,
callback,false,
contracts,false,
zm_trial_disable_bgbs,false,
zm_equipment,false,
bgb_pack,false,
demo,false,
bgb,false,
zm_ai_utility,false,
zm_powerup_bonus_points_player,false,
proximity_grenade,false,
influencers_shared,true,
mini_turret,false,zm_weapons
zm_weap_homunculus,false,zm_weapons
placeable_mine,false,
claymore_zm,false,
zm_talisman_weapon_reducepapcost,false,
zm_talisman_start_weapon_lmg,false,
zm_talisman_start_weapon_ar,false,
zm_talisman_start_weapon_smg,false,
zm_talisman_special_xp_rate,false,
zm_talisman_special_startlv3,false,
zm_talisman_special_startlv2,false,
zm_talisman_shield_durability_legendary,false,
zm_talisman_shield_durability_rare,false,
zm_talisman_shield_price,false,
zm_talisman_perk_start_4,false,
zm_talisman_perk_start_3,false,
zm_talisman_perk_start_2,false,
zm_talisman_perk_start_1,false,
zm_talisman_perk_reducecost_4,false,
zm_talisman_perk_reducecost_3,false,
zm_talisman_perk_reducecost_2,false,
zm_talisman_perk_reducecost_1,false,
zm_talisman_perk_permanent_4,false,
zm_talisman_perk_permanent_3,false,
zm_talisman_perk_permanent_2,false,
zm_talisman_perk_permanent_1,false,
zm_talisman_perk_mod_single,false,
zm_talisman_impatient,false,
zm_talisman_extra_semtex,false,
zm_talisman_extra_molotov,false,
zm_talisman_extra_miniturret,false,
zm_talisman_extra_frag,false,
zm_talisman_extra_claymore,false,
zm_talisman_coagulant,false,
zm_talisman_box_guarantee_lmg,false,
zm_talisman_box_guarantee_box_only,false,
zm_aat_plasmatic_burst,false,aat
lightning_chain,false,
zm_aat_kill_o_watt,false,aat
hash_308dff40d53a7287,false,
zm_aat_frostbite,false,aat
zm_aat_brain_decay,false,aat
hash_7c9607fd2f57a1c7,false,
melee_weapon,false,
zm_trial_restrict_loadout,false,
hash_7576c66086ab62aa,false,
zm_cleanup,false,
zm_challenges,false,
zm_armor,false,
zm_hero_weapons,false,gadget_hero_weapon
zm_daily_challenges,false,
zm_magicbox,false,
zm_wallbuy,false,zm;zm_zonemgr;zm_unitrigger;zm_weapons
zm_transform,false,
zm_quick_spawning,false,
zm_hud,false,zm_crafting
zm_items,false,
zm_crafting,false,
zm_blockers,false,
status_effects,false,
zm_power,false,
zm_vapor_random,false,load
zm_attachments,false,
zm_callings,false,
zm_bot_position,false,
zm_bot_action,false,
zm_bot,false,
gadget_clone,true,
gadget_armor,true,
gadget_cleanse,true,
gadget_health_boost,true,
gadget_heat_wave,true,
gadget_resurrect,true,
gadget_shock_field,true,
gadget_overdrive,true,
gadget_security_breach,true,
gadget_combat_efficiency,true,
gadget_other,true,
gadget_camo,true,
gadget_vision_pulse,true,
gadget_speed_burst,true,
gadget_sprint_boost,true,
spike_charge_siegebot,true,
siegebot,true,
amws,true,
mute_smoke,true,
zm,false,
zm_gametype,false,
zm_characters,false,
zm_laststand,false,
zm_traps,false,
zm_camos,false,
zm_pack_a_punch,false,
zm_trial_disable_buys,false,
zm_lockdown_util,false,
zm_unitrigger,false,zm_zonemgr
zm_loadout,false,
zm_score,false,
zm_stats,false,
zm_trial_special_enemy,false,
zm_round_logic,false,
zm_vo,false,
zm_audio,false,
zm_zonemgr,false,
zm_player,false,
zm_weap_sword_pistol,false,
zm_weap_scepter,false,
zm_weap_hammer,false,
zm_weap_chakram,false,
hash_1f1fd12b1b87ef2c,false,
zm_trial_reset_loadout,false,
zm_weapons,false,
zm_trial_randomize_perks,false,
zm_trial_disable_perks,false,
zm_trial_util,false,
zm_trial,false,
zm_utility,false,
zm_powerup_nuke,false,
zm_attackables,false,
zm_behavior,false,
zm_ai_nosferatu,false,
bat,false,
zm_trial_add_special,false,
hash_4229d59c5b830185,false,
zm_ai_catalyst,false,
zm_mansion_ffotd,false,
zm_ai_werewolf,false,
zm_trial_force_archetypes,false,
zm_grappler,false,
zm_equip_riotshield,false,
zm_ai_blight_father,false,
zm_ai_dog,false,
zombie_dog_util,false,aat
zm_trial_close_quarters,false,
burnplayer,false,
zm_ai_stoker,false,
zm_powerup_free_perk,false,
zm_perk_dying_wish,false,
hash_281322718ac3cd88,false,
zm_perk_slider,false,
