pool,func,minargs,maxargs,type,address,definition
GSC-Function-49b60c0,createthreatbiasgroup(string ukn1),1,1,0,sub_31BAF80,
GSC-Function-49b60c0,threatbiasgroupexists(string ukn1)->bool,1,1,0,sub_31BAFA0,
GSC-Function-49b60c0,getthreatbias(string ukn1;string ukn2)->int,2,2,0,sub_31BAFD0,
GSC-Function-49b60c0,setthreatbias(string ukn1;string ukn2;int ukn3),3,3,0,sub_31BB070,
GSC-Function-49b60c0,setthreatbiasagainstall(string ukn1;int ukn2),2,2,0,sub_31BB120,
GSC-Function-49b60c0,setignoremegroup(string ukn1;string ukn2),2,2,0,sub_31BB180,
GSC-Function-49b60c0,setstealthsight(string ukn1;float ukn2;float ukn3;float ukn4;int ukn5; int ukn6; bool ukn7=true),6,7,0,sub_31BC100,
GSC-Function-49b60c0,resetvisibilitycachewithinradius,2,2,0,sub_31BC2A0,
GSC-Function-4f437c0,spawn(string classname;vector origin;int flags = 0),2,7,0,sub_32D57C0,
GSC-Function-4f437c0,spawncollision,4,4,0,sub_32D6250,
GSC-Function-4f437c0,spawntimedfx,2,5,0,sub_32D6EB0,
GSC-Function-4f437c0,spawnactor,3,7,0,sub_3344E40,
GSC-Function-4f437c0,spawnvehicle,3,7,0,sub_32D6680,
GSC-Function-4f437c0,spawnweapon,2,4,0,sub_3345250,
GSC-Function-4f437c0,spawnstruct,0,0,0,sub_330F490,
GSC-Function-4f437c0,getentbynum,1,1,0,sub_32D3480,
GSC-Function-4f437c0,getbrushmodelcenter,1,1,0,sub_32D5720,
GSC-Function-4f437c0,getdemofileid,0,0,0,sub_32D33E0,
GSC-Function-4f437c0,getmatchid,0,0,0,sub_32D3430,
GSC-Function-4f437c0,getplayers,0,3,0,sub_32CEF50,
GSC-Function-4f437c0,countplayers,0,1,0,sub_32D12F0,
GSC-Function-4f437c0,getdamageableentarray,0,3,0,sub_2D4E110,
GSC-Function-4f437c0,mayspawnfakeentity,0,0,0,sub_330F3A0,
